date,val,site
5/28/2023,647.78,J 17
5/27/2023,191,Comal
5/27/2023,104,San Marcos
5/27/2023,845.53,J 27
5/27/2023,647.7,J 17
5/26/2023,194,Comal
5/26/2023,105,San Marcos
5/26/2023,845.55,J 27
5/26/2023,647.53,J 17
5/25/2023,195,Comal
5/25/2023,106,San Marcos
5/25/2023,845.53,J 27
5/25/2023,647.48,J 17
5/24/2023,195,Comal
5/24/2023,106,San Marcos
5/24/2023,845.48,J 27
5/24/2023,647.56,J 17
5/23/2023,196,Comal
5/23/2023,107,San Marcos
5/23/2023,845.44,J 27
5/23/2023,647.96,J 17
5/22/2023,195,Comal
5/22/2023,105,San Marcos
5/22/2023,845.38,J 27
5/22/2023,647.97,J 17
5/21/2023,194,Comal
5/21/2023,104,San Marcos
5/21/2023,845.2,J 27
5/21/2023,647.8,J 17
5/20/2023,192,Comal
5/20/2023,104,San Marcos
5/20/2023,844.93,J 27
5/20/2023,646.81,J 17
5/19/2023,191,Comal
5/19/2023,104,San Marcos
5/19/2023,844.87,J 27
5/19/2023,646.37,J 17
5/18/2023,184,Comal
5/18/2023,103,San Marcos
5/18/2023,844.86,J 27
5/18/2023,646.69,J 17
5/17/2023,178,Comal
5/17/2023,103,San Marcos
5/17/2023,844.84,J 27
5/17/2023,646.63,J 17
5/16/2023,171,Comal
5/16/2023,102,San Marcos
5/16/2023,844.8,J 27
5/16/2023,646.08,J 17
5/15/2023,165,Comal
5/15/2023,100,San Marcos
5/15/2023,844.74,J 27
5/15/2023,645.6,J 17
5/14/2023,159,Comal
5/14/2023,99,San Marcos
5/14/2023,844.7,J 27
5/14/2023,645.45,J 17
5/13/2023,154,Comal
5/13/2023,97,San Marcos
5/13/2023,844.64,J 27
5/13/2023,644.29,J 17
5/12/2023,146,Comal
5/12/2023,96,San Marcos
5/12/2023,844.55,J 27
5/12/2023,640.68,J 17
5/11/2023,143,Comal
5/11/2023,96,San Marcos
5/11/2023,844.51,J 27
5/11/2023,640.42,J 17
5/10/2023,144,Comal
5/10/2023,96,San Marcos
5/10/2023,844.47,J 27
5/10/2023,639.91,J 17
5/9/2023,144,Comal
5/9/2023,97,San Marcos
5/9/2023,844.4,J 27
5/9/2023,639.08,J 17
5/8/2023,144,Comal
5/8/2023,95,San Marcos
5/8/2023,844.32,J 27
5/8/2023,638.83,J 17
5/7/2023,143,Comal
5/7/2023,96,San Marcos
5/7/2023,844.26,J 27
5/7/2023,639.3,J 17
5/6/2023,142,Comal
5/6/2023,95,San Marcos
5/6/2023,844.25,J 27
5/6/2023,639.12,J 17
5/5/2023,143,Comal
5/5/2023,94,San Marcos
5/5/2023,844.35,J 27
5/5/2023,639.73,J 17
5/4/2023,144,Comal
5/4/2023,92,San Marcos
5/4/2023,844.57,J 27
5/4/2023,640.03,J 17
5/3/2023,145,Comal
5/3/2023,94,San Marcos
5/3/2023,844.89,J 27
5/3/2023,640.45,J 17
5/2/2023,147,Comal
5/2/2023,95,San Marcos
5/2/2023,845.19,J 27
5/2/2023,640.61,J 17
5/1/2023,149,Comal
5/1/2023,94,San Marcos
5/1/2023,845.38,J 27
5/1/2023,641.16,J 17
4/30/2023,150,Comal
4/30/2023,96,San Marcos
4/30/2023,845.43,J 27
4/30/2023,641.65,J 17
4/29/2023,152,Comal
4/29/2023,95,San Marcos
4/29/2023,845.42,J 27
4/29/2023,641.39,J 17
4/28/2023,151,Comal
4/28/2023,96,San Marcos
4/28/2023,845.45,J 27
4/28/2023,641.03,J 17
4/27/2023,150,Comal
4/27/2023,96,San Marcos
4/27/2023,845.42,J 27
4/27/2023,640.72,J 17
4/26/2023,148,Comal
4/26/2023,95,San Marcos
4/26/2023,845.4,J 27
4/26/2023,640.45,J 17
4/25/2023,148,Comal
4/25/2023,94,San Marcos
4/25/2023,845.36,J 27
4/25/2023,640.3,J 17
4/24/2023,148,Comal
4/24/2023,93,San Marcos
4/24/2023,845.3,J 27
4/24/2023,639.86,J 17
4/23/2023,148,Comal
4/23/2023,91,San Marcos
4/23/2023,845.23,J 27
4/23/2023,639.34,J 17
4/22/2023,142,Comal
4/22/2023,90,San Marcos
4/22/2023,845.18,J 27
4/22/2023,638.09,J 17
4/21/2023,137,Comal
4/21/2023,89,San Marcos
4/21/2023,845.11,J 27
4/21/2023,637.06,J 17
4/20/2023,131,Comal
4/20/2023,87,San Marcos
4/20/2023,845.24,J 27
4/20/2023,634.91,J 17
4/19/2023,126,Comal
4/19/2023,86,San Marcos
4/19/2023,845.34,J 27
4/19/2023,634.84,J 17
4/18/2023,125,Comal
4/18/2023,85,San Marcos
4/18/2023,845.44,J 27
4/18/2023,634.02,J 17
4/17/2023,127,Comal
4/17/2023,85,San Marcos
4/17/2023,845.53,J 27
4/17/2023,635.01,J 17
4/16/2023,129,Comal
4/16/2023,84,San Marcos
4/16/2023,845.76,J 27
4/16/2023,635.54,J 17
4/15/2023,131,Comal
4/15/2023,85,San Marcos
4/15/2023,846.05,J 27
4/15/2023,636.44,J 17
4/14/2023,134,Comal
4/14/2023,86,San Marcos
4/14/2023,846.23,J 27
4/14/2023,636.87,J 17
4/13/2023,136,Comal
4/13/2023,86,San Marcos
4/13/2023,846.34,J 27
4/13/2023,637.08,J 17
4/12/2023,136,Comal
4/12/2023,88,San Marcos
4/12/2023,846.42,J 27
4/12/2023,637.47,J 17
4/11/2023,133,Comal
4/11/2023,87,San Marcos
4/11/2023,846.45,J 27
4/11/2023,637.7,J 17
4/10/2023,131,Comal
4/10/2023,86,San Marcos
4/10/2023,846.45,J 27
4/10/2023,638.52,J 17
4/9/2023,136,Comal
4/9/2023,83,San Marcos
4/9/2023,846.45,J 27
4/9/2023,638.52,J 17
4/8/2023,143,Comal
4/8/2023,83,San Marcos
4/8/2023,846.42,J 27
4/8/2023,638.13,J 17
4/7/2023,142,Comal
4/7/2023,86,San Marcos
4/7/2023,846.43,J 27
4/7/2023,636.97,J 17
4/6/2023,126,Comal
4/6/2023,90,San Marcos
4/6/2023,846.52,J 27
4/6/2023,635.76,J 17
4/5/2023,118,Comal
4/5/2023,81,San Marcos
4/5/2023,846.6,J 27
4/5/2023,634.96,J 17
4/4/2023,119,Comal
4/4/2023,80,San Marcos
4/4/2023,846.66,J 27
4/4/2023,634.81,J 17
4/3/2023,121,Comal
4/3/2023,81,San Marcos
4/3/2023,846.73,J 27
4/3/2023,635.54,J 17
4/2/2023,121,Comal
4/2/2023,82,San Marcos
4/2/2023,846.85,J 27
4/2/2023,635.8,J 17
4/1/2023,121,Comal
4/1/2023,82,San Marcos
4/1/2023,846.99,J 27
4/1/2023,635.76,J 17
3/31/2023,120,Comal
3/31/2023,82,San Marcos
3/31/2023,847.1,J 27
3/31/2023,635.98,J 17
3/30/2023,120,Comal
3/30/2023,82,San Marcos
3/30/2023,847.17,J 27
3/30/2023,635.49,J 17
3/29/2023,119,Comal
3/29/2023,81,San Marcos
3/29/2023,847.29,J 27
3/29/2023,635.5,J 17
3/28/2023,119,Comal
3/28/2023,81,San Marcos
3/28/2023,847.33,J 27
3/28/2023,635.2,J 17
3/27/2023,118,Comal
3/27/2023,80,San Marcos
3/27/2023,847.37,J 27
3/27/2023,635.68,J 17
3/26/2023,117,Comal
3/26/2023,82,San Marcos
3/26/2023,847.42,J 27
3/26/2023,636.14,J 17
3/25/2023,117,Comal
3/25/2023,84,San Marcos
3/25/2023,847.43,J 27
3/25/2023,635.98,J 17
3/24/2023,116,Comal
3/24/2023,84,San Marcos
3/24/2023,847.46,J 27
3/24/2023,635.9,J 17
3/23/2023,112,Comal
3/23/2023,85,San Marcos
3/23/2023,847.46,J 27
3/23/2023,635.96,J 17
3/22/2023,112,Comal
3/22/2023,84,San Marcos
3/22/2023,847.44,J 27
3/22/2023,635.99,J 17
3/21/2023,111,Comal
3/21/2023,84,San Marcos
3/21/2023,847.41,J 27
3/21/2023,635.28,J 17
3/20/2023,119,Comal
3/20/2023,90,San Marcos
3/20/2023,847.4,J 27
3/20/2023,635.57,J 17
3/19/2023,120,Comal
3/19/2023,86,San Marcos
3/19/2023,847.43,J 27
3/19/2023,635.87,J 17
3/18/2023,118,Comal
3/18/2023,86,San Marcos
3/18/2023,847.4,J 27
3/18/2023,635.46,J 17
3/17/2023,125,Comal
3/17/2023,86,San Marcos
3/17/2023,847.37,J 27
3/17/2023,634.35,J 17
3/16/2023,111,Comal
3/16/2023,87,San Marcos
3/16/2023,847.38,J 27
3/16/2023,633.64,J 17
3/15/2023,109,Comal
3/15/2023,88,San Marcos
3/15/2023,847.37,J 27
3/15/2023,633.37,J 17
3/14/2023,107,Comal
3/14/2023,87,San Marcos
3/14/2023,847.46,J 27
3/14/2023,634,J 17
3/13/2023,110,Comal
3/13/2023,89,San Marcos
3/13/2023,847.52,J 27
3/13/2023,634.28,J 17
3/12/2023,112,Comal
3/12/2023,88,San Marcos
3/12/2023,847.59,J 27
3/12/2023,634.97,J 17
3/11/2023,115,Comal
3/11/2023,88,San Marcos
3/11/2023,847.64,J 27
3/11/2023,634.79,J 17
3/10/2023,115,Comal
3/10/2023,87,San Marcos
3/10/2023,847.67,J 27
3/10/2023,634.5,J 17
3/9/2023,117,Comal
3/9/2023,88,San Marcos
3/9/2023,847.73,J 27
3/9/2023,635.18,J 17
3/8/2023,119,Comal
3/8/2023,88,San Marcos
3/8/2023,847.81,J 27
3/8/2023,635.58,J 17
3/7/2023,121,Comal
3/7/2023,88,San Marcos
3/7/2023,847.91,J 27
3/7/2023,635.67,J 17
3/6/2023,123,Comal
3/6/2023,87,San Marcos
3/6/2023,848.05,J 27
3/6/2023,636.09,J 17
3/5/2023,126,Comal
3/5/2023,87,San Marcos
3/5/2023,848.18,J 27
3/5/2023,636.51,J 17
3/4/2023,128,Comal
3/4/2023,88,San Marcos
3/4/2023,848.27,J 27
3/4/2023,636.2,J 17
3/3/2023,130,Comal
3/3/2023,88,San Marcos
3/3/2023,848.37,J 27
3/3/2023,635.92,J 17
3/2/2023,130,Comal
3/2/2023,88,San Marcos
3/2/2023,848.35,J 27
3/2/2023,635.55,J 17
3/1/2023,129,Comal
3/1/2023,87,San Marcos
3/1/2023,848.36,J 27
3/1/2023,635.98,J 17
2/28/2023,129,Comal
2/28/2023,88,San Marcos
2/28/2023,848.39,J 27
2/28/2023,636.29,J 17
2/27/2023,131,Comal
2/27/2023,89,San Marcos
2/27/2023,848.44,J 27
2/27/2023,636.8,J 17
2/26/2023,133,Comal
2/26/2023,89,San Marcos
2/26/2023,848.45,J 27
2/26/2023,637.31,J 17
2/25/2023,132,Comal
2/25/2023,89,San Marcos
2/25/2023,848.48,J 27
2/25/2023,636.88,J 17
2/24/2023,131,Comal
2/24/2023,88,San Marcos
2/24/2023,848.56,J 27
2/24/2023,636.71,J 17
2/23/2023,129,Comal
2/23/2023,87,San Marcos
2/23/2023,848.68,J 27
2/23/2023,636.9,J 17
2/22/2023,130,Comal
2/22/2023,86,San Marcos
2/22/2023,848.77,J 27
2/22/2023,637.18,J 17
2/21/2023,132,Comal
2/21/2023,87,San Marcos
2/21/2023,848.82,J 27
2/21/2023,637.21,J 17
2/20/2023,133,Comal
2/20/2023,88,San Marcos
2/20/2023,848.78,J 27
2/20/2023,638.09,J 17
2/19/2023,132,Comal
2/19/2023,89,San Marcos
2/19/2023,848.77,J 27
2/19/2023,638.33,J 17
2/18/2023,131,Comal
2/18/2023,91,San Marcos
2/18/2023,848.75,J 27
2/18/2023,638.02,J 17
2/17/2023,128,Comal
2/17/2023,91,San Marcos
2/17/2023,848.78,J 27
2/17/2023,637.51,J 17
2/16/2023,126,Comal
2/16/2023,92,San Marcos
2/16/2023,848.85,J 27
2/16/2023,637.76,J 17
2/15/2023,125,Comal
2/15/2023,93,San Marcos
2/15/2023,848.87,J 27
2/15/2023,638.11,J 17
2/14/2023,124,Comal
2/14/2023,93,San Marcos
2/14/2023,848.87,J 27
2/14/2023,638.23,J 17
2/13/2023,123,Comal
2/13/2023,93,San Marcos
2/13/2023,848.9,J 27
2/13/2023,638.33,J 17
2/12/2023,125,Comal
2/12/2023,93,San Marcos
2/12/2023,848.9,J 27
2/12/2023,638.58,J 17
2/11/2023,125,Comal
2/11/2023,93,San Marcos
2/11/2023,848.85,J 27
2/11/2023,638.31,J 17
2/10/2023,125,Comal
2/10/2023,93,San Marcos
2/10/2023,848.79,J 27
2/10/2023,638.13,J 17
2/9/2023,120,Comal
2/9/2023,93,San Marcos
2/9/2023,848.9,J 27
2/9/2023,638.23,J 17
2/8/2023,119,Comal
2/8/2023,92,San Marcos
2/8/2023,849.1,J 27
2/8/2023,637.64,J 17
2/7/2023,118,Comal
2/7/2023,92,San Marcos
2/7/2023,849.26,J 27
2/7/2023,637.96,J 17
2/6/2023,117,Comal
2/6/2023,91,San Marcos
2/6/2023,849.3,J 27
2/6/2023,638.06,J 17
2/5/2023,132,Comal
2/5/2023,92,San Marcos
2/5/2023,849.32,J 27
2/5/2023,638.39,J 17
2/4/2023,128,Comal
2/4/2023,91,San Marcos
2/4/2023,849.28,J 27
2/4/2023,638.09,J 17
2/3/2023,129,Comal
2/3/2023,91,San Marcos
2/3/2023,849.26,J 27
2/3/2023,637.9,J 17
2/2/2023,129,Comal
2/2/2023,91,San Marcos
2/2/2023,849.28,J 27
2/2/2023,637.66,J 17
2/1/2023,133,Comal
2/1/2023,90,San Marcos
2/1/2023,849.28,J 27
2/1/2023,637.32,J 17
1/31/2023,121,Comal
1/31/2023,90,San Marcos
1/31/2023,849.28,J 27
1/31/2023,637.03,J 17
1/30/2023,120,Comal
1/30/2023,90,San Marcos
1/30/2023,849.29,J 27
1/30/2023,637.01,J 17
1/29/2023,121,Comal
1/29/2023,90,San Marcos
1/29/2023,849.31,J 27
1/29/2023,637.56,J 17
1/28/2023,122,Comal
1/28/2023,90,San Marcos
1/28/2023,849.3,J 27
1/28/2023,637.33,J 17
1/27/2023,123,Comal
1/27/2023,90,San Marcos
1/27/2023,849.27,J 27
1/27/2023,636.97,J 17
1/26/2023,125,Comal
1/26/2023,90,San Marcos
1/26/2023,849.26,J 27
1/26/2023,636.7,J 17
1/25/2023,124,Comal
1/25/2023,90,San Marcos
1/25/2023,849.28,J 27
1/25/2023,636.74,J 17
1/24/2023,126,Comal
1/24/2023,90,San Marcos
1/24/2023,849.35,J 27
1/24/2023,636.57,J 17
1/23/2023,125,Comal
1/23/2023,90,San Marcos
1/23/2023,849.27,J 27
1/23/2023,636.09,J 17
1/22/2023,124,Comal
1/22/2023,90,San Marcos
1/22/2023,849.28,J 27
1/22/2023,636.55,J 17
1/21/2023,122,Comal
1/21/2023,90,San Marcos
1/21/2023,849.3,J 27
1/21/2023,636.3,J 17
1/20/2023,121,Comal
1/20/2023,91,San Marcos
1/20/2023,849.29,J 27
1/20/2023,636.08,J 17
1/19/2023,121,Comal
1/19/2023,91,San Marcos
1/19/2023,849.32,J 27
1/19/2023,635.6,J 17
1/18/2023,121,Comal
1/18/2023,90,San Marcos
1/18/2023,849.44,J 27
1/18/2023,636.28,J 17
1/17/2023,122,Comal
1/17/2023,90,San Marcos
1/17/2023,849.43,J 27
1/17/2023,636.4,J 17
1/16/2023,123,Comal
1/16/2023,90,San Marcos
1/16/2023,849.43,J 27
1/16/2023,636.8,J 17
1/15/2023,124,Comal
1/15/2023,90,San Marcos
1/15/2023,849.42,J 27
1/15/2023,636.88,J 17
1/14/2023,124,Comal
1/14/2023,90,San Marcos
1/14/2023,849.35,J 27
1/14/2023,636.61,J 17
1/13/2023,124,Comal
1/13/2023,89,San Marcos
1/13/2023,849.3,J 27
1/13/2023,636.08,J 17
1/12/2023,125,Comal
1/12/2023,89,San Marcos
1/12/2023,849.33,J 27
1/12/2023,635.99,J 17
1/11/2023,127,Comal
1/11/2023,88,San Marcos
1/11/2023,849.35,J 27
1/11/2023,636.25,J 17
1/10/2023,128,Comal
1/10/2023,88,San Marcos
1/10/2023,849.33,J 27
1/10/2023,636.2,J 17
1/9/2023,130,Comal
1/9/2023,89,San Marcos
1/9/2023,849.32,J 27
1/9/2023,636.29,J 17
1/8/2023,130,Comal
1/8/2023,91,San Marcos
1/8/2023,849.31,J 27
1/8/2023,636.68,J 17
1/7/2023,133,Comal
1/7/2023,91,San Marcos
1/7/2023,849.34,J 27
1/7/2023,636.59,J 17
1/6/2023,132,Comal
1/6/2023,91,San Marcos
1/6/2023,849.42,J 27
1/6/2023,636.18,J 17
1/5/2023,132,Comal
1/5/2023,91,San Marcos
1/5/2023,849.41,J 27
1/5/2023,636.42,J 17
1/4/2023,133,Comal
1/4/2023,89,San Marcos
1/4/2023,849.41,J 27
1/4/2023,636.72,J 17
1/3/2023,134,Comal
1/3/2023,88,San Marcos
1/3/2023,849.4,J 27
1/3/2023,637.16,J 17
1/2/2023,139,Comal
1/2/2023,88,San Marcos
1/2/2023,849.37,J 27
1/2/2023,637.4,J 17
1/1/2023,136,Comal
1/1/2023,88,San Marcos
1/1/2023,849.36,J 27
1/1/2023,637.61,J 17
12/31/2022,134,Comal
12/31/2022,88,San Marcos
12/31/2022,849.38,J 27
12/31/2022,637.29,J 17
12/30/2022,133,Comal
12/30/2022,88,San Marcos
12/30/2022,849.42,J 27
12/30/2022,636.93,J 17
12/29/2022,131,Comal
12/29/2022,87,San Marcos
12/29/2022,849.46,J 27
12/29/2022,636.98,J 17
12/28/2022,129,Comal
12/28/2022,87,San Marcos
12/28/2022,849.48,J 27
12/28/2022,637.01,J 17
12/27/2022,126,Comal
12/27/2022,87,San Marcos
12/27/2022,849.46,J 27
12/27/2022,636.41,J 17
12/26/2022,124,Comal
12/26/2022,86,San Marcos
12/26/2022,849.4,J 27
12/26/2022,636.1,J 17
12/25/2022,121,Comal
12/25/2022,84,San Marcos
12/25/2022,849.38,J 27
12/25/2022,635.54,J 17
12/24/2022,123,Comal
12/24/2022,82,San Marcos
12/24/2022,849.36,J 27
12/24/2022,635.63,J 17
12/23/2022,124,Comal
12/23/2022,82,San Marcos
12/23/2022,849.51,J 27
12/23/2022,637.67,J 17
12/22/2022,126,Comal
12/22/2022,83,San Marcos
12/22/2022,849.59,J 27
12/22/2022,638.41,J 17
12/21/2022,127,Comal
12/21/2022,84,San Marcos
12/21/2022,849.58,J 27
12/21/2022,638.32,J 17
12/20/2022,126,Comal
12/20/2022,85,San Marcos
12/20/2022,849.59,J 27
12/20/2022,638.2,J 17
12/19/2022,128,Comal
12/19/2022,86,San Marcos
12/19/2022,849.6,J 27
12/19/2022,637.95,J 17
12/18/2022,128,Comal
12/18/2022,87,San Marcos
12/18/2022,849.6,J 27
12/18/2022,637.76,J 17
12/17/2022,127,Comal
12/17/2022,87,San Marcos
12/17/2022,849.59,J 27
12/17/2022,637.4,J 17
12/16/2022,127,Comal
12/16/2022,87,San Marcos
12/16/2022,849.6,J 27
12/16/2022,637.37,J 17
12/15/2022,126,Comal
12/15/2022,88,San Marcos
12/15/2022,849.63,J 27
12/15/2022,637.12,J 17
12/14/2022,125,Comal
12/14/2022,91,San Marcos
12/14/2022,849.63,J 27
12/14/2022,637.22,J 17
12/13/2022,123,Comal
12/13/2022,89,San Marcos
12/13/2022,849.61,J 27
12/13/2022,637.18,J 17
12/12/2022,149,Comal
12/12/2022,93,San Marcos
12/12/2022,849.61,J 27
12/12/2022,636.98,J 17
12/11/2022,147,Comal
12/11/2022,90,San Marcos
12/11/2022,849.59,J 27
12/11/2022,636.85,J 17
12/10/2022,134,Comal
12/10/2022,91,San Marcos
12/10/2022,849.59,J 27
12/10/2022,635.68,J 17
12/9/2022,130,Comal
12/9/2022,89,San Marcos
12/9/2022,849.58,J 27
12/9/2022,635.58,J 17
12/8/2022,131,Comal
12/8/2022,89,San Marcos
12/8/2022,849.56,J 27
12/8/2022,636.19,J 17
12/7/2022,132,Comal
12/7/2022,89,San Marcos
12/7/2022,849.54,J 27
12/7/2022,636.58,J 17
12/6/2022,133,Comal
12/6/2022,89,San Marcos
12/6/2022,849.55,J 27
12/6/2022,637.33,J 17
12/5/2022,134,Comal
12/5/2022,90,San Marcos
12/5/2022,849.53,J 27
12/5/2022,638.54,J 17
12/4/2022,135,Comal
12/4/2022,90,San Marcos
12/4/2022,849.5,J 27
12/4/2022,638.51,J 17
12/3/2022,133,Comal
12/3/2022,89,San Marcos
12/3/2022,849.46,J 27
12/3/2022,638.3,J 17
12/2/2022,132,Comal
12/2/2022,88,San Marcos
12/2/2022,849.46,J 27
12/2/2022,638.35,J 17
12/1/2022,131,Comal
12/1/2022,86,San Marcos
12/1/2022,849.44,J 27
12/1/2022,637.89,J 17
11/30/2022,638.06,J 17
11/30/2022,849.44,J 27
11/30/2022,132,Comal
11/30/2022,87,San Marcos
11/29/2022,638.37,J 17
11/29/2022,849.49,J 27
11/29/2022,132,Comal
11/29/2022,88,San Marcos
11/28/2022,638.77,J 17
11/28/2022,849.43,J 27
11/28/2022,133,Comal
11/28/2022,88,San Marcos
11/27/2022,639.15,J 17
11/27/2022,849.41,J 27
11/27/2022,134,Comal
11/27/2022,89,San Marcos
11/26/2022,638.41,J 17
11/26/2022,849.38,J 27
11/26/2022,134,Comal
11/26/2022,90,San Marcos
11/25/2022,637.77,J 17
11/25/2022,849.31,J 27
11/25/2022,135,Comal
11/25/2022,91,San Marcos
11/24/2022,637.62,J 17
11/24/2022,849.28,J 27
11/24/2022,135,Comal
11/24/2022,91,San Marcos
11/23/2022,637.36,J 17
11/23/2022,849.25,J 27
11/23/2022,132,Comal
11/23/2022,91,San Marcos
11/22/2022,636.91,J 17
11/22/2022,849.21,J 27
11/22/2022,130,Comal
11/22/2022,91,San Marcos
11/21/2022,636.97,J 17
11/21/2022,849.18,J 27
11/21/2022,127,Comal
11/21/2022,90,San Marcos
11/20/2022,636.42,J 17
11/20/2022,849.15,J 27
11/20/2022,125,Comal
11/20/2022,89,San Marcos
11/19/2022,635.94,J 17
11/19/2022,849.13,J 27
11/19/2022,122,Comal
11/19/2022,89,San Marcos
11/18/2022,635.1,J 17
11/18/2022,849.12,J 27
11/18/2022,120,Comal
11/18/2022,89,San Marcos
11/17/2022,635.33,J 17
11/17/2022,849.11,J 27
11/17/2022,117,Comal
11/17/2022,90,San Marcos
11/16/2022,635.25,J 17
11/16/2022,849.15,J 27
11/16/2022,115,Comal
11/16/2022,90,San Marcos
11/15/2022,635.09,J 17
11/15/2022,849.18,J 27
11/15/2022,114,Comal
11/15/2022,90,San Marcos
11/14/2022,635.68,J 17
11/14/2022,849.21,J 27
11/14/2022,112,Comal
11/14/2022,89,San Marcos
11/13/2022,635.63,J 17
11/13/2022,849.19,J 27
11/13/2022,111,Comal
11/13/2022,87,San Marcos
11/12/2022,635.46,J 17
11/12/2022,849.2,J 27
11/12/2022,110,Comal
11/12/2022,87,San Marcos
11/11/2022,635.05,J 17
11/11/2022,849.26,J 27
11/11/2022,112,Comal
11/11/2022,86,San Marcos
11/10/2022,635.11,J 17
11/10/2022,849.25,J 27
11/10/2022,114,Comal
11/10/2022,85,San Marcos
11/9/2022,634.6,J 17
11/9/2022,849.23,J 27
11/9/2022,113,Comal
11/9/2022,84,San Marcos
11/8/2022,634.9,J 17
11/8/2022,849.22,J 27
11/8/2022,114,Comal
11/8/2022,84,San Marcos
11/7/2022,634.82,J 17
11/7/2022,849.23,J 27
11/7/2022,116,Comal
11/7/2022,85,San Marcos
11/6/2022,121,Comal
11/6/2022,87,San Marcos
11/6/2022,635.34,J 17
11/6/2022,849.31,J 27
11/5/2022,116,Comal
11/5/2022,87,San Marcos
11/5/2022,634.85,J 17
11/5/2022,849.27,J 27
11/4/2022,114,Comal
11/4/2022,90,San Marcos
11/4/2022,634.41,J 17
11/4/2022,849.21,J 27
11/3/2022,109,Comal
11/3/2022,84,San Marcos
11/3/2022,633.99,J 17
11/3/2022,849.18,J 27
11/2/2022,108,Comal
11/2/2022,84,San Marcos
11/2/2022,633.71,J 17
11/2/2022,849.14,J 27
11/1/2022,107,Comal
11/1/2022,84,San Marcos
11/1/2022,634.16,J 17
11/1/2022,849.12,J 27
10/31/2022,106,Comal
10/31/2022,84,San Marcos
10/31/2022,634.06,J 17
10/31/2022,849.1,J 27
10/30/2022,105,Comal
10/30/2022,82,San Marcos
10/30/2022,634.71,J 17
10/30/2022,849.07,J 27
10/29/2022,105,Comal
10/29/2022,83,San Marcos
10/29/2022,633.93,J 17
10/29/2022,849.03,J 27
10/28/2022,104,Comal
10/28/2022,83,San Marcos
10/28/2022,633.43,J 17
10/28/2022,849,J 27
10/27/2022,103,Comal
10/27/2022,84,San Marcos
10/27/2022,632.53,J 17
10/27/2022,848.98,J 27
10/26/2022,102,Comal
10/26/2022,83,San Marcos
10/26/2022,632.6,J 17
10/26/2022,848.95,J 27
10/25/2022,101,Comal
10/25/2022,83,San Marcos
10/25/2022,632.83,J 17
10/25/2022,848.94,J 27
10/24/2022,99,Comal
10/24/2022,84,San Marcos
10/24/2022,632.8,J 17
10/24/2022,849,J 27
10/23/2022,98,Comal
10/23/2022,83,San Marcos
10/23/2022,633.23,J 17
10/23/2022,848.98,J 27
10/22/2022,97,Comal
10/22/2022,83,San Marcos
10/22/2022,632.54,J 17
10/22/2022,848.87,J 27
10/21/2022,96,Comal
10/21/2022,83,San Marcos
10/21/2022,632.16,J 17
10/21/2022,848.84,J 27
10/20/2022,94,Comal
10/20/2022,83,San Marcos
10/20/2022,631.84,J 17
10/20/2022,848.81,J 27
10/19/2022,96,Comal
10/19/2022,84,San Marcos
10/19/2022,631.64,J 17
10/19/2022,848.74,J 27
10/18/2022,94,Comal
10/18/2022,83,San Marcos
10/18/2022,631.5,J 17
10/18/2022,848.69,J 27
10/17/2022,93,Comal
10/17/2022,84,San Marcos
10/17/2022,631.16,J 17
10/17/2022,848.65,J 27
10/16/2022,94,Comal
10/16/2022,84,San Marcos
10/16/2022,630.89,J 17
10/16/2022,848.62,J 27
10/15/2022,93,Comal
10/15/2022,85,San Marcos
10/15/2022,630.62,J 17
10/15/2022,848.6,J 27
10/14/2022,93,Comal
10/14/2022,86,San Marcos
10/14/2022,630.09,J 17
10/14/2022,848.58,J 27
10/13/2022,93,Comal
10/13/2022,87,San Marcos
10/13/2022,630.11,J 17
10/13/2022,848.56,J 27
10/12/2022,93,Comal
10/12/2022,86,San Marcos
10/12/2022,630.02,J 17
10/12/2022,848.54,J 27
10/11/2022,93,Comal
10/11/2022,85,San Marcos
10/11/2022,630.04,J 17
10/11/2022,848.58,J 27
10/10/2022,630.76,J 17
10/10/2022,848.51,J 27
10/10/2022,92,Comal
10/10/2022,86,San Marcos
10/9/2022,102,Comal
10/9/2022,89,San Marcos
10/9/2022,631.26,J 17
10/9/2022,848.49,J 27
10/8/2022,92,Comal
10/8/2022,89,San Marcos
10/8/2022,630.62,J 17
10/8/2022,848.44,J 27
10/7/2022,92,Comal
10/7/2022,90,San Marcos
10/7/2022,630.23,J 17
10/7/2022,848.35,J 27
10/6/2022,96,Comal
10/6/2022,87,San Marcos
10/6/2022,630.24,J 17
10/6/2022,848.27,J 27
10/5/2022,95,Comal
10/5/2022,88,San Marcos
10/5/2022,630.35,J 17
10/5/2022,848.25,J 27
10/4/2022,94,Comal
10/4/2022,85,San Marcos
10/4/2022,630.71,J 17
10/4/2022,848.21,J 27
10/3/2022,101,Comal
10/3/2022,88,San Marcos
10/3/2022,631.57,J 17
10/3/2022,848.17,J 27
10/2/2022,104,Comal
10/2/2022,90,San Marcos
10/2/2022,632.19,J 17
10/2/2022,848.12,J 27
10/1/2022,101,Comal
10/1/2022,90,San Marcos
10/1/2022,631.74,J 17
10/1/2022,848.08,J 27
9/30/2022,100,Comal
9/30/2022,89,San Marcos
9/30/2022,630.74,J 17
9/30/2022,848.04,J 27
9/29/2022,102,Comal
9/29/2022,89,San Marcos
9/29/2022,630.95,J 17
9/29/2022,847.98,J 27
